,id,label,text
71,768561501611360256,N,paco jone qué fácil es quedarse calladito bajarse los pantalones mú cuánta ignorancia tu opinión saludos
72,768561417037512705,N,yo me cago los muertos todas las bacterias malignas mi garganta 
73,768559589470117889,N,reyminguela próxima vez vaya a madrid estarás mis planes maldita
74,768558926325485569,P,serbailop totalmente aunque posttertulia ha sido muy interesante hablando todo esto evolución e involuciones del cine
75,768565622175371264,P,sosagraphs pues tan sencillo su día me puse a es mas encargos me hacen aparte tengo mas estilos crack
76,768564864117866496,P,flyfap había parada he visto una rotonda mu bonica ponía nules
77,768564709712883713,N,hayar  abandoné mi tierra llegué justo a españa estoy sensible te odio
78,768544186853359616,N,ahora estoy madrid puedo hacer fotos chachis solo a mi careto
79,768543848742150144,N,eduardo pers ps las exterminen por mi salud mental y pa pueda dejar hacer ridículo por calle jajajaj
80,768566966906974208,N,kosto trading juanrallo prohibir casco ir enmascarado también es arbitrario sectario no
81,768566746773159936,P,lirondos ya fichado tengo ganas darle uso ¡¡gracias
82,768467569036713984,NONE,elapersw buenas tardes se puede pasar
83,768511063545483264,NONE,radioskylab es ¡pero explicar a fondo las zonas habitables condiciones necesita un planeta para serlo
84,768510568642842628,P,librosdemaria si hubo más gente te tagueé yo ayy hannibal es moooooola tanto
85,768526478720065536,N,otegi inhabilitado eslasentencia mujeres tapadas hasta los ojos essucultura teneis un sentido inamovible del mundo vida
86,768524445657001988,P,santicid ay gracias malo es ese es solo para viaje mil gracias igualmente
87,768549166729555969,N,madrid está lleno comida crushes me llevéis aquí
88,768547980924293120,N,albueto ferderer tipsterapuesta los reyes magos son mas reales este
89,768528725545742336,NEU,es worth para coger bonus es mucho más divertido luchar
90,768528709225676800,N,sirdeschain chicacascabel reptarazul más bien tas aprecio por raistlin yo al mago daba un poco igual todo
91,768528302655045632,P,asukawachan gracias ya me pasó una vez los antibióticos fueron milagrosos estoy deseando vuelva mi madre ellos
92,768547709519294464,N,iwanancho quiero un linoone tambor velocidad extrema es esos especiales generaciones pasadas ya se puede
93,768547351443169284,NEU,tidxs   parece las cosas te van muy bien espero todo mejore todo mundo merece ser feliz
94,768523211420073985,P,amartino yagoperrin los dos amigos menos quejicas tengo
95,768521914704887808,P,matidiazwarrior severinoiezzi maxisanchez ¡¡nos sumamos a felicitación a un grande
96,768546209044758528,NEU,eso sí demasiada sobredosis guiños cameos homenajes frases planos repetidos original bueno se acepta
97,768546051112443904,NEU,david goen venga jimbre debes haver es hacerte cadista
98,768545629522067456,P,dio tener un perro es ilusión mi puta vida
99,768544990595284992,N,royaldarjeeling muy mal jajaja mas geralt rivia menos juego tronos
100,768591525773189120,P,por qué me gusta más tu personalidad espalda ancha
101,768591189746548736,N,sergiosmiles mirate d grayman desde cero puta
102,768590604326539264,NEU,berothw por supuesto mercadona hombre encima soy crush alguien
103,768589770062753792,N,hay alguien apuntando a mi ventana un laser define pesadito
104,768589541087248384,N,carlotalotalota me apena haya pasado esto idea crear un colectivo estatal divisiones locales algo poderoso
105,768584728270237697,N,odio a lucia vd mi amor hacia ella es una tapadera pa comer nutella su casa
106,768586174470455296,N,entiendo gente cree realidad me suda
107,768585733191954432,NEU,dovesandletters sevezubiri lady lolita telesurtv ese es seve se pone exquisito yo más andar por casa menos florida
108,768588994556813312,N,llevo como una hora repitiendo no debí haber bebido ese monster teniendo madrugar mi vida
109,768588061496209408,NEU,brujadeltuiters  estas palabras del poema instantes son nadine stair escritora norteamericana a q gustan los helados
110,768610928245997568,NEU,preparándome un colacao pa olvidarme aquel bacalao
111,768582850530639873,P,gracioso bc película nunca apagues luz utilizan luz negra hoy he llegado a casa han puesto uno baño
112,768582505658220544,N,nos habíamos encontrado estaba asustado cruzando una carretera al final nos hemos tenido marchar él
113,768556112488587265,P,unculemadrid si al final acabamos hablando un rato muy simpática jovigobi
114,768555767842635777,NONE,panchogustavo tío peguemos al lau sigues teniendo mi grinder
115,768577963885522944,P,este año madrid hará triplete si hace me rapo al cero grabad mensaje jejej chiringuitopiqué
116,768577563933413380,P,valenciacf mis sentimientos mi orgullo por valencia son muy grandes yo quiero para valencia
117,768579487986573316,NONE,przuppo lolap me quedo un pensamiento un clic
118,768578741316583424,P,landspecies sentimos empatia hacia ser vivo distinción
119,768576236721496064,N,gracias tormenta por aparecer justo cuando me voy a meter cama solita
120,768576032282673152,P,monysito pues pocas cosas más bonitas puedes ver vida oye
121,768575453410058240,P,graffitera qué hermosoes bueno desviar mirada al cielo a las nubes vez cuandoabajo está jodidopreciosa fotomil abrazos
122,768574373213200384,N,monysito vida puede verseme una teta cuando me eche foto estaba desnuda
123,768581320935104513,P,juanrallo ya ya edificio a sí edificio b no facilísimo articular
124,768580520821329921,NEU,mañana es muy probablee caiga un directo ya sabeis pasa los directos
125,768582085376405504,NEU,paloma c club comedia se ha quedado grande monologuista jaja
126,768581607112441856,P,lamento decirles ya soy calvo mi calva perfecta se ve opacada por mi pelo
127,768581403344797696,N,jorgeoneer ya soy mucho pc es muy potente mío
128,768500066315300864,NONE,miguelbarranco llautet belenfgonzalez pastoret betemilio txemadomi minadeideas hola miguel noahora estoy ella
129,768499472540241920,NONE,nominada por learamartell aquí van nuestras pelis nuestros taggeados httpstcohwqxrjr
130,768504713650241536,N,ya me está jodiendo pepbueno mevoy a unpaseo
131,768508909585858560,N,aitor prohibirlo no se hacer campañas pedagogía aplaudir como haciendo pseudofeministas ladypalo
132,768508856301457408,N,lahierritos pues sabran més q jo curso ccc mirones mironas
133,768508490650423296,P,he puesto radio solo pa escucharle jajajajajajaja ai ganas verle ya ostia
134,768532035984101376,N,slow dancer  totalmente pobre gappy inocente es se ha encontrado
135,768531597482156032,P,tidxs   hace mucho tiempo hablabamos por skype por un amigo común estaba guay además eres muy mona
136,768531390262632448,P,partido a todos overgame org  suerte final losers a ver si nos volvemos a ver final saludo a esos casters
137,768531373854449664,N,levante emv valenciacf un capullo menos valencia si esta al valencia es venderlo
138,768534019927597060,NEU,angela m a  hombre me dices se oía mal yo soy defensora amaiah a morir jajaj
139,768533994170359808,N,quiero vuelva invierno ponerme pantalones largos chaquetas sudaderas abrigos puto verano
140,768533681023639557,P,pensar irse pronto a cama ver dan  capítulos minorityreport manera alegrarse noche
141,768536844522979328,N,danirs pacma a todos caemos bien nos quiere lloremos juntos
142,768535999924334593,N,cuando sufres encuentras emulador para jugar al pokemon rubí ios 
143,768535920450600960,NONE,lentejitas manuj hidalgo lupesb convenciendo a mi hija mayor para verlo
144,768513758431965186,N,ideiazabaldu queda un país árabe laico hasta argelia tunez acabando
145,768513574809501696,NEU,estoy muy nerviosa por partido
146,768513070901723136,N,olivares javier intentan salvar a lincoln como julián lorca aparte es una copia descarada mdt se parecen nada
147,768595094958145536,N, tontonina móstoles salir nuestro ambiente es difícil
148,768594628815839232,N,ola wapa k tal stas spero k seas una sorra kmo las xikas  machirulo qué cojones jajsakjkjsadjjsjasjajaja
149,768594172240592896,P,sweetbiix pues tienes si tú huyes entonces eres una luchadora una cobarde no
150,768596566378774528,N,es conveniente tener un gobierno democrático cumpla su función politica es tener un gobierno representa corrupciónpp
151,768596494920323072,N,ann lloret luv mney party los salidos son los q suben cosas a página yo
152,768596407431430144,N,otra noche hasta las  mañana despierta aburrida sueño veo venir
153,768568980000874496,NONE,crususmusus  me apunto lista cosas posibles hacer
154,768568209159184385,N,shawnupdatessa esta es tienes a us store solo se vende us canadá por ahora claro
155,768568145607024640,N,es triste todas mis series acabadas hayan sido las han cancelado
156,768568061544849408,P,adri buzo fulgenlison nop ahora me queda más claro asunto gracias 
157,768592454601809920,NEU,sólo quería hablar gente verda
158,768592219641085953,NONE,como entraba una conversación estas largas hablar toda noche alguien
159,768570743722536960,NONE,kosto trading juanrallo o ponerte un casco moto te cubra por entero
160,768570332290637824,NONE,hey rebecarus me dice amazon todas las bodas necesitan un plan b ya está cargado mi kindle ¿empiezo ya o qué
161,768572230292869120,P,yolanday y el pais tras  años viaje conformate haya moléculas potasio estén buenas
162,768571999690031104,P,mafolu creas me gusta tener a gente engañada granctimes
163,768571461900591104,N,tú he ido a cenar a mar cristal me he inflado me duele barriga
164,768597310351765504,N,mira soy pesimista a maza odio gente sea taaaan pesimista
165,768489417107443712,P,vanderhast jajajaja cuanto salga mi bucle infinito casa me imprimo los mapas a dos estreno
166,768463313801969664,N,violetatrujillo yo me resigno gente si se creen a este personaje es dispuestos a escuchar
167,768487949482729472,NEU,baronachor concepto es más bonico eso a serlo hay un trecho
168,768487936274882560,N,voy a estar unos días desaparecida me estoy quedando gigas jajajja q vida  triste  me voy al parque los perros
169,768487818343612416,N,tener las piernas llenas picaduras mosquitos parecen heridas me hace gracia
170,768487102308818944,NONE,liamverse se llama cual es forma crear estructuras aguanten ese peso
171,768501514725912576,P,mercadolibre enhorabuena por los geniales resultados económicos récord del trimestre pasado hacéis un
172,768498804526055424,N,hay una exposición cuadros uno ellos está estropeandose por agua del aire acondicionado cae encima
173,768498608870219776,N,crimsonghost   tio entonces piensas mosca es un insulto yo eso es un poco irrespetuoso a las pobres
174,768498107898355712,NEU,pattycavallone para los chicos es mil veces más fácil donar para las chicas
175,768497936351232002,N,malo es faltaba su mid acabaron haciendo remake
176,768497668347850752,P,diego fdm el pais noticia perfecta para notasdelmisterio
177,768479078072606720,P,hoy toca escuchar a miguelrios artistas insurrección
178,768478485702647809,NONE,espanyol interesado aktí mel para reforzar su defensa esta temporada llegaría por  millones del lcasei imunitas griego
179,768506487555690496,P,juliojota perdóname maldad julio sabes q te quiero borrándose del ami se combate al menos a los separatas
180,768506208051494912,NONE,iluminaughty  spiegel spike  pues me da igual yo escribo pienso  cuando pienso ajajaj si es pienso
181,768470879906979840,P,miguelagaiteiro cultrun lozanoirene si hay pecar algo sea ser gente
182,768470471616659456,P,juakyb me quedo tranquilo entonces iré mirando opción del coche
183,768469401368748032,N,mi puto novio me ignora quiero si hay un chino biblioteca
184,768519871726518276,N,he salido casa ir al baño me estoy meando como una persona mayor
185,768515769579823104,N,ferdiazgil frandguez sí he leído ese templo grande es he puesto ig ha perdido su parte superior está inaccesible
186,768515256079482881,N,adrimarinab así me gusta cada cosa a su ccaa así dejamos cargar las culpas a nuestra querida nación
187,768493798049611776,N,manudeorleans pues yo hay manera eso tengo recuerdo lejano stats tengo una media 
188,768493600846012416,N,pobrezacero nuevatribuna ruthtoledano felipealcarazm carlosbardem carnecrudaradio agarzon cayo lara vamos mal no
189,768492686173175812,NEU,lonchbox aaahm bueno disfruta vida por esos lares yo me vuelvo a rusia breve
190,768516996514377729,N,silvia pesada deja rt me sale doble notificación
191,768495148321894400,NEU,neithanwolf cinefila  cinedepatio sensacine resultad sobrevives estar loco funciona
192,768494796826632192,N,conch nos hemos desmovilizado concha nosotrosas solas dejamos las calles así nos va ciudadanoscs
193,768494461236154368,NEU,me he agobiado muchísimo encontraba a mis amigos bar he recordado tengo amigos me he puesto feliz
194,768521153002569728,N,realidá é algo duro asimilar alcohol me ayuda
195,768520829688770560,N,boardgametotal los ábacos si permitidos todo mayoría usarlo
196,768491722116587520,P,beautyblog es isasaweis  anamilan  ohhhhh eso tiene ser muy divertido me imagino los hombres vetados nocara sonriendocara sonriendocara sonriendo
197,767473312087805952,P,tio os quiero mil a los me habéis hablado
198,767473068793004033,N,peroquedicesss realidad es hipócrita todo eso como camiseta femimism del hym vida cotidiana algo hace
199,767536972952928256,N,había un hombre calle estornudó yo desde ventana he dicho salud me miró mal siguió caminando
200,767531479207411712,N,me veis persona me saludais me hablais para decirme me habeis visto
201,767531452686893056,P,blasauryn si es puedo olvidar cuando te viii imposible resumiendo te puedo olvidar haré jamás chiqui exclamación de corazóncorazones giratorios
202,767692725340831745,P,dtm spain las carreras es al revé a más interés más coches  tú dices es una empresa aunque se venda 
203,767692611129868288,N,garcaterra estoy total absolutamente desesperanzada ahorapodemos
204,767692240437338112,P,sorayita push bien bien si estan celebrando un cumpleaños si todos nacieron dia hahahahahahha al menos son dos capítulos
205,767700081353064448,N,betvs cucha una independentista escribiendo español por muy del barça soy te vas a buscar vida grassias
206,767699067182940160,N,son tan manipulables los pequeños  ven a su padre igual a su madre  triste
207,767699027089584128,P,apoyocr muy chulas esas gafas paula guapa es talento innato tuyo 
208,767729800664539138,NONE,diegopajaron miguel prat tira pa san mateo ahora jaaja
209,767725883432009728,P,esta me voy a comprar un juego estuve esperando muchísimo tiempo posiblemente suba esta tardenoche yoshi aparece
210,767725615751593984,N,qué depresión me entra seguro gana gente solo dio rt sí por probar suerte verdaderos fans
211,767725383185788928,P,gracias victorerubio por recomendarme seguimiento mandalabeach artistas talla internacional monólogos musica directo
212,767725063806345216,P,sabrygarciarena muy sexy sabrina besitos feliz día
213,767728214835924992,N,ryfsw jajajaja eso es una indirecta preparate f reformar baño
214,767727445663424512,P,work from home sería espectacular poder verlas más conmtvaltour
215,767727410645176320,N,esta bien tener hermanos siempre cuando uno ellos decida ser subnormal perdido
216,767731763766525952,P,diegopajaron miguel prat doble subcampeón europa algo es algo jaja
217,767731358739402752,P,luisfbonilla isabelsevilla adirecto peichsantana ole los almerienses mil besitos
218,767731034419003392,NONE,tonithrowdown ahora tengo un dilema ayúdame toni ds me salió a  euros nuevo httpstcobsrmwnrz
219,767730342723743744,NEU,es son conversaciones normales corrientes ningún ánimo ligar simplemente se ligar
220,767723670479536128,P,dieraposa drxaverius biólogos como él se sentirán complacidos ¡mola mucho
221,767733403785584640,P,estás haciendo muy feliz a todo mi tlyo también quiero me sigas blasauryn
222,767733229231153152,P,iruri gracias ya eran necesarias tras un duro año ¿has cogido tú ya
223,767732992827613184,N,mrmedra ay joder resulta es completamente vegana pues ya me compro
224,767751537087119360,N,  mxty para cuando me escribes mi nombre bien precioso
225,767751273294786560,N,jabokatu yo tengo idea soy primera dice tiempo reglamentario su día me convencieron estaba mal dicho
226,767751112573194244,NONE,jecaswords humoryfotos tuit va acompañado una foto contrario sí es sarcasmo
227,768071182587494401,N,edortaramirez un click más scroll a veces usuario se queda un poco colgado bien tiene hacer
228,768070559825530881,N,ronan coke angelesu josecg airatarra andarellabcn muy triste olvidemos inestimable colaboración del estado ello
229,768070129489969152,N,escapeofthecrow rottweiler es precioso pero esta zumbadisimo ataca yo muero ganas achucharlo
230,768117878197522432,N,rossiepussie luciakawai te lleguen a entender a respetar muy malos ser para obligarte a comer algo a fuerza
231,768117648441876480,N,si es llegáis aquí desde mi favstar del cretácico claro me duráis un suspiro mis neuronas son como antes jopé
232,768117343599812608,P,andreanavedo hola bella andrea qué tengas un maravilloso día besitos
233,768116436241879040,N,fin estoy más una viendo como una bollera duerme esperando como un perrito pa q me saquen a pasear
234,768115910657712128,N,mamarracha yo los vi low cost hace  años me decepcionaron aunque hacen una cagada o son hostia
235,768137683407343616,P,todomegadrive esta vez me decanto por japonesa p me encanta batalla caratulas
236,768137083839971328,NONE,marcklebowski michael jackson tambien gente canta canciones
237,768136915803660289,NEU,miraqbien podrías solidarizarte conmigo comer ninguno
238,768136146199142400,P,kioskoamm gloris olivare tomasimedia madeinleon gracias los importantes vosotros los mediadores muy
239,768136027303215105,NONE,volviendo a actividad planetainquietante otro curioso hallazgo canelas portonovo
240,768138258987573248,P,rarrochar bien dicho roberto las cosas por su nombre dice cola cado
241,768135201386065920,N,me acaba seguir una página para ligar por gustos musicales estoy
242,768142391639433221,P,tengo una hermana ella me puedo aburrir jaja todas las gilipolleces las ha aprendido mí es como una segunda nicky
243,767835844904382464,P,fannygenguix estarás super mona cuando pueda miraré yo también me molaría grupal chicas spidey
244,767884595278782465,NEU,estherswaggy ¿haces también carrera jo igual una comunidad a otra cambian be positive
245,767875344254832644,N,polifack yo es me asustó muy fácil rollo paranormal
246,767877851848802306,N,broomkurosawa pues descansa tío si se pone grave cosa podrás jugar muchísimo tiempo
247,767877566992674816,N,cantabriamiguel fabiana tfp elmundoes larazon es elpais espana n escarmentams a ver si van a ser mismas encueshshtasshs eh ierrejon
248,767883067952394240,N,sara piensa q vivo rayada xq me duermo escuchando a beret weno
249,767882830282194945,P,yo un mensaje días un corazón soy feliz
250,767878422261628928,P,anhela  maxferibar elprogramadear psoe así es compañera un fuerte abrazo
251,767672110835728384,P,normaruiz tú tan estupenda como siempre besitos feliz día
252,767670654757896192,P,al menos ftwd se me hace más ameno esperar a twd octubre
253,767670496909492225,N,funinfvneral qué burrada pusieron hoy llevo meses bloqueada por otra heterada me perdí
254,767757384395714560,NONE,yeyiximmm hace una semana se yo ya espero edicion completa del juego
255,767756761025634304,NEU,nuristill martublackred pues si eso haré sigo haciendo ya haga quiera pasa nada
256,767759320083755008,N,es todos los los escuchamos a los gemeliers adolescentes mierda son los adolescentes mierda
257,767758700169879552,N,hay videos se envían tengo espacio móvil así siento
258,767758669467484160,N,h m para acabe tu descarga me cago mi puta vida
259,767761656197906433,P,txispitabi te había reconocido este perfil placer es mutuo guapa
260,767756456166817792,N,consuecaballer jajajajaja pues se vuelva loco conmigo leches llevo dias petándolo nada
261,767756240034361345,P,eduemoesc gracias por seguirme nos leemos
262,767756110015127552,P,victorypeace martiade youtube sortija es un detalle gracias
263,767756025579577344,NONE,me recomendais silla gaming please
264,767762307556466688,N,escuarantula sigo feo es cuando me conociste pelo rojo
265,767762253953335298,P,pocas maneras mejores se me ocurren para empezar una semana httpstcopwoxmffl
266,767766039417462785,P,gracias por ser mi sorpresa ser tan genial nos vemos pronto seguro antonlofer
267,767765748844486656,NONE,kespana sabéis si nba  va a tener juego cruzado pc ps por ejemplo
268,767764798738206721,N,ya a cuando vuelves a hacer un followexpress lloro blasauryn
269,767764285351202817,N,¿algún día seré feliz por tener tu follow blasauryn
270,767754109915131904,N,ciudadano o moralzarzal fácil q sería educar para éstas cosas qué pena
271,767752844258652160,P,hoy microaventura kayak dos expertos kayakistas ría villaviciosa  puntal… httpstcoyjbrmyk
272,768047633613086721,P,quiero esta figura madison ojalá próxima salir sea alicia httpstcodtnjsrrto
273,768046274717347840,N,ladyfrigopie has dicho eres rara bueno eres
274,768046065333534720,NONE,preparando maleta proxima parada huelva fiestasconamigas mujer bailando tono de piel claropersonas con orejas de conejotren
275,768045493955985408,N,adios hi elespanolcom pues susto al tolerdo pensé se refería a su parodia willytolerdoo
276,768106081251975168,NEU,rubén mangel deberían hacer como  mencionarse twitter a cada rato así nos harían felices no hacen
277,768104934004912128,N,antoniopv celiaogalla mis amigos hablando jodes  k bonita amistad
278,768104803411103745,NEU,katyklav se siente ya está dicho
279,768104771978989568,P,billete pa cuba comprado ahora a hacer mas dieta se ha deretido tarjeta
280,768104574313984001,P,papelitorojo sushuneta fue genial debemos organizar más cosas así necesidad abandone país cara llorando de risa
281,768108137673068544,NONE,neodonnadie sobra si solo  dime tu id ya te agrego
282,768107747959246848,N,ericelhumano a las lesbianas machorras eso ya veo bien hecho malo las pelis es los suelen personajes 
283,768102752601776128,NONE,ranlemontralara estamos todos juntos esto
284,768109853919379456,N,slcuervo se valora potencial del español como lengua informativa internet negocio se escapa los dedos a españa
285,768108422806069248,P,fin kenneos espero recibas este tuit otra realidad alternativa donde sigues viva se acaba tu camino ¡suerte
286,768113469912674305,P,bvillamor gay ha sido un placer muy profesionales hoy ed tve a las
287,768045143601668097,NONE,luciaaaypunto se   yo solo mire mi fecha
288,768100750316695552,P,ana d armas tú tan bella estilo como siempre te mereces siempre mejor eres maravillosa besitos feliz día
289,768099860717432832,N,cigotenks me apiado ti yo me entero existen tú los encuentras o sea alguien los lee
290,768119604438831105,NEU,quiero hacerle algo especial a david para cuando vea sonria se me ocurre nada
291,768102028648321024,P,he añadido antes sabia hacerlo estuve leyendo estos dias bastante encontre modo perfecto
292,768128068624023552,N,aodimi yo es verano matricula hecha he cambiado opinion quiero psicologia toca fp infor
293,768127974864482304,N,monchoyt jonathanfaus estoy cansado ya salir a calle todo mundo me para para hacer fotos esta vida es muy dura
294,768127541060177920,P,ugmadrid recomendación nuestra ¡nada una partida paintball
295,768126310644387841,N,mary   says te voy a criticar por subir un video desagradable te invito a vayas a cuba te quedes un tiempo a ver tal
296,768099192451502080,N,hawkersco hawky  necesitoelviajeaandalucia bueno si un tal premio al mongol o algo así eso malo
297,768060551880699904,P,rachel green  sí escenario muwi revellín es gratuito abierto al público
298,768032760711831553,N,fantasylaliga hola se actualiza clasificaciones es peor mercado está vacío desde hace tiempo
299,768031593680306176,N,me voy a quedar afónico tanto hacer guturales fiebre
300,768031258760937472,N,gabi herranz knekro promocion solo es para los como gestionar un canal por si mismos al fin al cabo via rapida
301,768030924500000768,N,gabi herranz knekro yo se dije veces ya me sigue teniendo ese pequeño odio es comprensible siempre caere mal
302,768030025891414016,NONE,aquí escuchando soundtrack mamma mia ex dancing queen maría
303,768029086807629824,N,mrswxllace tres tristes trokistas pican piedra un gulag
304,768090654689853441,N,te echo menos cosa chicaa httpstcoqikgivzo
305,768090143790170112,NONE,vinagreando tendremos probarlos paso hacer video receta chicos cocinadeenloqui
306,768088528236478464,P,sandyxyxx es tiene amazon a uno conozco llega lunes siéntete afortunada
307,768091850062368768,P,gloriatn felicidades cañón de confeti sales genial tu icon no te conozco nada 
308,768091548995227648,NONE,kurokatze  si es eso bueno yo se cada uno tiene gustos xd amiks
309,768091322058100737,P,eso si soy una persona muy irónica me gusta muchísimo humor muy así
310,768093221398478853,N,hormigazyt como eres un flipado vas a cambiar enmarca esos defib kills así tienes unico award enseñar a edureus
